itemLabel,occupationLabel
Caecilius de Calé Acté,critique littéraire
Caecilius de Calé Acté,orateur
Anthémius,militaire
Anthémius,personnalité politique
Anthémius,diplomate
Anthémius,homme d'État
Publius Ostorius Scapula,militaire
Publius Ostorius Scapula,personnalité politique
Maximilien de Celeia,prêtre
Grégoire de Cappadoce,prêtre
Octavie l'Aînée,
Marcia,
Licinia,
Caius Julius Verus Maximus,personnalité politique
Agrippin de Carthage,prêtre
Decimus Junius Silanus,homme politique de la Rome antique
Decimus Junius Silanus,militaire
Quintus Hortensius,homme politique de la Rome antique
Juvencus,écrivain
Juvencus,poète
Bauto,personnalité politique
Bauto,officier
Gallicanus,personnalité politique
Caius Julius Solinus,écrivain
Caius Julius Solinus,historien
Caius Julius Solinus,géographe
Caius Julius Solinus,compilateur
Marcus Caecilius Metellus,homme politique de la Rome antique
Marcus Caecilius Metellus,militaire
Publius Vatinius,homme politique de la Rome antique
Publius Vatinius,militaire
Publius Servilius Vatia Isauricus,homme politique de la Rome antique
Publius Servilius Vatia Isauricus,militaire
Marcus Claudius Marcellus,homme politique de la Rome antique
Marcus Claudius Marcellus,militaire
Lucius Caecilius Metellus Denter,homme politique de la Rome antique
Lucius Caecilius Metellus Denter,militaire
Quintus Caecilius Metellus Creticus,homme politique de la Rome antique
Quintus Caecilius Metellus Creticus,militaire
Mucien,écrivain
Mucien,militaire
Mucien,personnalité politique
Mucien,historien
Publius Ventidius Bassus,homme politique de la Rome antique
Publius Ventidius Bassus,militaire
Lucius Cornelius Lentulus Crus,homme politique de la Rome antique
Lucius Cornelius Lentulus Crus,militaire
Julia Iotapé de Commagène,
Lucius Manlius Acidinus,homme politique de la Rome antique
Lucius Manlius Acidinus,militaire
Junia Torquata,prêtresse
Publius Aelius Paetus,homme politique de la Rome antique
Publius Aelius Paetus,militaire
Paullus Fabius Maximus,militaire
Paullus Fabius Maximus,personnalité politique
Publius Servilius Geminus,homme politique de la Rome antique
Publius Servilius Geminus,militaire
Titus Aebutius Helva,homme politique de la Rome antique
Titus Aebutius Helva,militaire
Cnaeus Mallius Maximus,homme politique de la Rome antique
Cnaeus Mallius Maximus,militaire
Titus Larcius Flavus,homme politique de la Rome antique
Titus Larcius Flavus,militaire
Titus Larcius Flavus,ancient Roman diplomat
Lucius Artorius Castus,soldat
Lucius Cornelius Scipio Asiaticus Asiagenus,homme politique de la Rome antique
Lucius Volumnius Flamma Violens,homme politique de la Rome antique
Lucius Volumnius Flamma Violens,militaire
Quintus Servaeus Innocens,personnalité politique
Lucius Marius Maximus,personnalité politique
Marcus Valerius Bradua Mauricus,militaire
Marcus Valerius Bradua Mauricus,personnalité politique
Popilius Pedo Apronianus,personnalité politique
Lucius Venuleius Apronianus Octavius Priscus,militaire
Lucius Venuleius Apronianus Octavius Priscus,personnalité politique
Gaius Vipstanus Apronianus,personnalité politique
Caius Bellicus Natalis Tebanianus,personnalité politique
Ovinius Paternus,personnalité politique
Arcesilaus,personnalité politique
Marcus Metilius Aquillius Regulus,militaire
Marcus Metilius Aquillius Regulus,personnalité politique
Spurius Verginius Tricostus Caeliomontanus,homme politique de la Rome antique
Spurius Verginius Tricostus Caeliomontanus,militaire
Plotius Crispinus,philosophe
Gnaeus Cornelius Paternus,personnalité politique
Libo Rupilius Frugi,personnalité politique
Quintus Pompeius Sosius Priscus,militaire
Quintus Pompeius Sosius Priscus,personnalité politique
Caius Velleius Paterculus,personnalité politique
Manius Acilius Glabrio Gnaeus Cornelius Severus,militaire
Manius Acilius Glabrio Gnaeus Cornelius Severus,personnalité politique
Marcus Junius Rufinus Sabinianus,militaire
Marcus Junius Rufinus Sabinianus,personnalité politique
Lucius Epidius Titius Aquilinus,militaire
Lucius Epidius Titius Aquilinus,personnalité politique
Aulus Egnatius Priscillianus,personnalité politique
Aulus Egnatius Priscillianus,philosophe
Lucius Egnatius Victor Lollianus,personnalité politique
Manius Sergius Fidenas,homme politique de la Rome antique
Manius Sergius Fidenas,militaire
Lucius Horatius Pulvillus,homme politique de la Rome antique
Lucius Horatius Pulvillus,militaire
Marcus Asinius Atratinus,personnalité politique
Lucius Verginius Tricostus Esquilinus,homme politique de la Rome antique
Lucius Verginius Tricostus Esquilinus,militaire
Decimus Plotius Grypus,personnalité politique
Aulus Manlius Vulso Capitolinus,homme politique de la Rome antique
Aulus Manlius Vulso Capitolinus,militaire
Lucius Minicius Rufus,militaire
Lucius Minicius Rufus,personnalité politique
Spurius Servilius Structus,homme politique de la Rome antique
Publius Juventius Celsus,militaire
Publius Juventius Celsus,personnalité politique
Marcus Pontius Laelianus,personnalité politique
Manius Acilius Glabrio,personnalité politique
Lucius Annius Arrianus,personnalité politique
Lucius Egnatius Victor,personnalité politique
Lucius Papirius Cursor,homme politique de la Rome antique
Lucius Papirius Cursor,militaire
Lucius Cornelius Pusio Annius Messala,personnalité politique
Syagrius,personnalité politique
Publius Silius,personnalité politique
Lucius Saenius,homme politique de la Rome antique
Lucius Saenius,militaire
Domitianus,personnalité politique
Gaius Caristanius Fronto,personnalité politique
Lucius Fulvius Aemilianus,personnalité politique
Marcus Gavius Cornelius Cethegus,personnalité politique
Lucius Norbanus Balbus,personnalité politique
Publius Coelius Apollinaris,personnalité politique
Lucius Minicius Natalis,personnalité politique
Lucius Apronius Caesianus,personnalité politique
Marcus Pomponius Rufus,homme politique de la Rome antique
Marcus Pomponius Rufus,militaire
Aulus Triarius Rufinus,militaire
Aulus Triarius Rufinus,personnalité politique
Caius Valerius Potitus Volusus,homme politique de la Rome antique
Caius Valerius Potitus Volusus,militaire
Caius Valerius Potitus Volusus,ancient Roman diplomat
Vitellia,
Sabinillus,personnalité politique
Aulus Ducenius Geminus,personnalité politique
Titus Flavius Coelianus,personnalité politique
Marcus Marcius Macer,personnalité politique
Caius Vettius Sabinianus Julius Hospes,personnalité politique
Caius Vettius Sabinianus Julius Hospes,soldat
Marcus Umbrius Primus,personnalité politique
Marcus Umbrius Primus,officier
Caius Trebonius Proculus Mettius Modestus,personnalité politique
Flavius Decimus,personnalité politique
Quintus Manlius Ancharius Tarquitius Saturninus,personnalité politique
Gaius Caninius Rebilus,personnalité politique
Vettius Rufinus,personnalité politique
Ceionius Proculus,personnalité politique
Lucius Salvius Otho Cocceianus,personnalité politique
Publius Cornelius Scapula,homme politique de la Rome antique
Lucius Aurelius Gallus,personnalité politique
Lucius Fabius Tuscus,personnalité politique
Titus Vitrasius Pollio,militaire
Titus Vitrasius Pollio,personnalité politique
Triarius Maternus,personnalité politique
Caius Quintius Atticus,militaire
Caius Quintius Atticus,personnalité politique
Servius Cornelius Cethegus,personnalité politique
Publius Julius Scapula Tertullus Priscus,militaire
Publius Julius Scapula Tertullus Priscus,personnalité politique
Mundus,militaire
Arsène de Scété,religieux
Marcus Pontius Laelianus Larcius Sabinus,personnalité politique
Firmus,monarque
Firmus,militaire
Gaïnas,Magister militum
Servius Sulpicius Camerinus Rufus,homme politique de la Rome antique
Servius Sulpicius Camerinus Rufus,militaire
Quintus Mucius Scævola,homme politique de la Rome antique
Quintus Mucius Scævola,militaire
Aulus Septimius Serenus,poète
Appius Claudius Pulcher,homme politique de la Rome antique
Appius Claudius Pulcher,militaire
Sextus Aelius Paetus Catus,homme politique de la Rome antique
Sextus Aelius Paetus Catus,militaire
Quintus Gargilius Martialis,écrivain
Quintus Gargilius Martialis,médecin
Quintus Gargilius Martialis,poète
Hilaire d'Arles,évêque
Hilaire d'Arles,écrivain
Hilaire d'Arles,prêtre catholique
Amnius Manilius Caesonius Nicomachus Anicius Paulinus,personnalité politique
Salvien de Marseille,écrivain
Salvien de Marseille,historien
Salvien de Marseille,théologien
Gaius Salvius Liberalis Nonius Bassus,personnalité politique
Publius Salvius Iulianus,écrivain
Publius Salvius Iulianus,personnalité politique
Publius Maelius Capitolinus,homme politique de la Rome antique
Publius Maelius Capitolinus,militaire
Aulus Licinius Nerva Silianus,militaire
Aulus Licinius Nerva Silianus,personnalité politique
Quintus Marcius Philippus,homme politique de la Rome antique
Quintus Marcius Philippus,militaire
Timésithée,militaire
Timésithée,personnalité politique
Quintus Servilius Fidenas,homme politique de la Rome antique
Quintus Servilius Fidenas,militaire
Flavius Vopiscus,historien
Publius Vitellius,personnalité politique
Serena of Rome,
Terentianus,écrivain
Terentianus,grammaticus
Terentianus,linguiste
Lucius Vipstanus Publicola,militaire
Lucius Vipstanus Publicola,personnalité politique
Marius Maximus,personnalité politique
Marius Maximus,historien
Marius Maximus,biographe
Gaius Iulius Longinus,personnalité politique
Publius Cornelius Lentulus Scipio,personnalité politique
Lucius Cornelius Scipio,homme politique de la Rome antique
Lucius Cornelius Scipio,militaire
Caius Scoedius Natta Pinarianus,personnalité politique
Publius Silius Nerva,militaire
Publius Silius Nerva,personnalité politique
Théodose l'Ancien,militaire
Théodose l'Ancien,officier
Titus Flavius Sabinus,personnalité politique
Titus Flavius Sabinus,officier
Antonius Marcellinus,personnalité politique
Antonius Marcellinus,soldat
Publius Septimius Geta,militaire
Publius Septimius Geta,personnalité politique
Polyen,écrivain
Polyen,poète
Polyen,historien
Egnatius Proculus,personnalité politique
Publius Cornelius Lentulus Scipio,militaire
Publius Cornelius Lentulus Scipio,personnalité politique
Numerius Cestius,personnalité politique
Caius Calvisius Sabinus,homme politique de la Rome antique
Caius Calvisius Sabinus,militaire
Coelius Sedulius,écrivain
Coelius Sedulius,militaire
Coelius Sedulius,poète
Quintus Lollius Urbicus,militaire
Quintus Lollius Urbicus,personnalité politique
Quintus Lollius Urbicus,fonctionnaire impérial
Publius Cornelius Cossus,homme politique de la Rome antique
Publius Cornelius Cossus,militaire
Marcus Larcius Magnus Pompeius Silo,personnalité politique
Cnaeus Octavius,homme politique de la Rome antique
Cnaeus Octavius,militaire
Titus Manlius Torquatus,homme politique de la Rome antique
Titus Manlius Torquatus,militaire
Numerius Fabius Vibulanus,homme politique de la Rome antique
Numerius Fabius Vibulanus,militaire
Vettius Agorius Praetextatus,augure
Vettius Agorius Praetextatus,pontife
Vettius Agorius Praetextatus,quindecemviri sacris faciundis
Vettius Agorius Praetextatus,sénateur romain
Marcus Aemilius Scaurus,magistrat
Marcus Aemilius Scaurus,homme politique de la Rome antique
Marcus Aemilius Scaurus,militaire
Petronia,
Vopiscus Iulius Iullus,homme politique de la Rome antique
Vopiscus Iulius Iullus,militaire
Gnaeus Cornelius Lentulus,militaire
Gnaeus Cornelius Lentulus,personnalité politique
Marcus Magius Maximus,
Quintus Licinius Silvanus Granianus,personnalité politique
Quintus Manlius,
Quintus Marcius,
Quintus Marcius Scilla,
Quintus Mucius,
Quintus Mustius Priscus,
Quintus Mucius Orestinus,
Q. Mucius Scaevola,
Quintus Oppius,
Quintus Ostorius Scapula,
Quintus Passienus Licinus,
Quintus Petiedius Gallus,
Quintus Planius Sardus Lucius Varius Ambibulus,
Quintus Pompeius Vopiscus Gaius Arruntius Catellius Celer Allius Sabinus,
Quintus Pompeius Rufus,
Quintus Pompeius Trio,
Quintus Pomponius Maternus,
Quintus Sanavius Maximus,
Quintus Pomponius Rufus Marcellus,prêtre
Quintus Servilius Silanus,personnalité politique
Quintus Sicinnius Clarus,
Quintus Sulpicius Camerinus Peticus,personnalité politique
Quintus Terentius Culleo,homme politique de la Rome antique
Quintus Terentius Culleo,militaire
Quintus Terentius Culleo,
Quintus Fabius Catullinus,personnalité politique
Quintus Flavius Tertullus,
Quintus Fabricius,personnalité politique
Quintus Fulvius,
Quintus Hedius Rufus Lollianus Gentianus,consul
Quintus Fuficius Cornutus,consul suffect
Quintus Fuficius Cornutus,sénateur romain
Quintus Caecilius Honoratus,personnalité politique
Quintus Caecilius Dentilianus,
Quintus Caecilius Avitus,
Quintus Caecilius Cornutus,
Quintus Iulius Balbus,
Quintus Iulius Cordus,
Quintus Iunius Blaesus,
Quintus Iunius Calamus,
Quintus Junius Faustinus,chef militaire
Quintus Junius Marullus,militaire
Quintus Junius Marullus,personnalité politique
Quintus Iallius Bassius,
Quinctilla Varilla,
Claudius Bellicus,
Corellia Hispulla,
Publius Cornelius Dexter,
Cosconius Gentianus,chef militaire
Lucius Cuspius Rufinus,personnalité politique
Lartia,
Livius,
Lutatia,
Lucius Aurelius Gallus,
Lucius Aurelius Cotta,
Lucius Albius Pullaienus Pollio,personnalité politique
Lucius Aurelius Priscus,personnalité politique
Lucius Alfidius Herennianus,personnalité politique
Lucius Annius Bassus,personnalité politique
Lucius Annius Vinicianus,chef militaire
Lucius Annius Italicus Honoratus,chef militaire
Lucius Annius Largus,personnalité politique
Lucius Annius Ravus,
Lucius Annius Maximus,personnalité politique
Lucius Antistius,
Lucius Annius Fabianus,
Lucius Antistius Vetus,
Lucius Antistius Labeo,personnalité politique
Lucius Antonius Albus,personnalité politique
Lucius Antonius Albus,sénateur romain
Lucius Antonius Pedo,
Lucius Appuleius,
Lucius Arruntius Stella,poète
Lucius Arruntius Stella,personnalité politique
Lucius Attidius Cornelianus,
Lucius Attidius Cornelianus,
Lucius Attius Macro,chef militaire
Lucius Atilius,homme politique de la Rome antique
Lucius Burbuleius Optatus Ligarianus,
Lucius Vagellius,personnalité politique
Lucius Valerius Triarius,militaire
Lucius Venuleius Montanus Apronianus,militaire
Lucius Venuleius Montanus Apronianus,personnalité politique
Lucius Vettius Juvenis,
Lucius Vipsanius Agrippa,militaire
Lucius Villius Annalis,
Lucius Vipstanus Gallus,
Lucius Vitrasius Flamininus,
Lucius Visellius Varro,militaire
Lucius Visellius Varro,personnalité politique
Lucius Volcatius,
Lucius Voluseius Proculus,
Lucius Volusius Saturninus,personnalité politique
Lucius Dasumius Tuscus,personnalité politique
Lucius Decius,homme politique de la Rome antique
Lucius Didius Marinus,
Lucius Domitius Apollinaris,personnalité politique
Lucius Aelius Tubero,historien
Lucius Aemilius Longus,
Publius Volumnius Eutrapelus,personnalité politique
Marcianus,militaire
Aulus Larcius Lepidus Sulpicianus,personnalité politique
Abassad,prêtre catholique
Aedesius of Alexandria,philosophe
Aelianus,militaire
Aelius Dionysius,rhéteur
Aelius Dionysius,musicologue
Aelius Dionysius,grammairien
Aelius Hadrianus Marullinus,personnalité politique
Aemilia Hilaria,médecin
Aemilia Hilaria,gynécologue
Aemilius Asper,auteur
Aemilius Asper,grammairien
Albucius,médecin
Androsthenes of Thessaly,personnalité politique
Anicius Probus,personnalité politique
Quintus Anicius Faustus Paulinus,personnalité politique
Annia Faustina,
Antonius Natalis,cavalier
Aphian,
Appius Annius Trebonius Gallus,
Appius Claudius Pulcher,personnalité politique
Arellius,peintre
Aspasius of Rome,sophiste
Astérios de Pétra,prêtre
Atia of the Julii,socialite
Atilia Caucidia Tertulla,aristocrate
Attidius,
Aulus Cluentius Habitus,
Aulus Egnatius Proculus,
Aulus Pudens,centurion
Aulus Pudens,personnalité politique
Aurelia Paulina,
Aurelius Arpagius,
Avidia,aristocrate
Aemilia Lepida,
Cornelius Sabinus,militaire
Lucius Aemilius Mamercinus,militaire
Marcus Fabius Ambustus,militaire
Daughter of Julius Constantius,
Lucius Iulius Ursus,personnalité politique
Laberia Hostilia Crispina,
Calpurnius Flaccus,écrivain
Calpurnius Flaccus,rhéteur
Calpurnius Fabatus,
Calpurnius Proculus,personnalité politique
Calvisius Rufus,
Calvisius Sabinus,
Cassius Asclepiodotus,
Cato the Younger,personnalité politique de fiction
Ceionia Plautia,
Ceionia Fabia,
Celer,écrivain
Sextus Nonius Quinctilianus,militaire
Sextus Nonius Quinctilianus,personnalité politique
Claudia Capitolina,
Claudia Dicaeosyna,
Claudia Metrodora,
Claudia Rufina,personnalité politique
Claudia Severa,écrivain
Claudia Tisamenis,
Claudius Apellinus,
Claudius Tiberianus,écrivain
Claudius Terentianus,écrivain
Claudius Xenophon,
Flavius Clement,
Cornelia Africana Major,
Cornélianus,philosophe
Decimus Laelius,
Quintus Antonius Balbus,homme politique de la Rome antique
Quintus Antonius Balbus,militaire
Gaius Furius Pacilus,homme politique de la Rome antique
Gaius Furius Pacilus,militaire
Gaius Mamilius Turrinus,homme politique de la Rome antique
Gaius Mamilius Turrinus,militaire
Cnaeus Afranius Dexter,personnalité politique
Flavius Eparchius Philagrius,militaire
Flavius Eparchius Philagrius,personnalité politique
Flavius Eparchius Philagrius,Comes Orientis
Marcus Tittius Frugi,personnalité politique
Quintus Valerius Vegetus,personnalité politique
Fabia Numantina,
Quintus Faltonius Restitutianus,
Faltonius Pinianus,
Flaccus,compositeur
Flavianus,militaire
Flavianus,officier
Flavius Hyrcanus,écrivain
Flavius Justus,prêtre
Flavius Sanctus,
Flavius Scaevinus,
Titus Flavius Simonides Agrippa,écrivain
Lucius Vitruvius Cerdo,architecte
Canius Rufus,écrivain
Canius Rufus,poète
Fulvia,
Gaius Visellius Aculeo,militaire
Caius Asinius Frugi,personnalité politique
Caius Asinius Nicomachus Julianus,personnalité politique
Quintus Cornelius Senecio Annianus,personnalité politique
Quintus Fabius Julianus,
Quintus Gavius Fulvius Tranquillus,personnalité politique
Quintus Granius,
Quintus Marcius,militaire
Quintus Petillius Spurinus,homme politique de la Rome antique
Quintus Petillius Spurinus,militaire
Quintus Pompeius Rufus III,homme politique de la Rome antique
Quintus Valerius Falto,homme politique de la Rome antique
Quintus Valerius Falto,militaire
Quintus Servaeus,militaire
Cornelia Sylla,
Marcus Pomponius,légat de légion
Marcus Pomponius,militaire
Cnaeus Asinius Saloninus,
Géréon de Cologne,soldat
Marcus Gallius,militaire
Marcus Gallius,personnalité politique
Vipsania Marcella,
Rufius Postumianus,personnalité politique
Lucius Valerius Messalla,personnalité politique
Albina of Caesarea,
Rutilius Pudens Crispinus,soldat
Felice,
Sabinianus,militaire
Sabinianus,officier
Sabinianus,chef militaire
Aelius Catus,militaire
Tiberius Claudius Nero,homme politique de la Rome antique
Tiberius Claudius Nero,militaire
Gaius Aburius,diplomate
Gaius Aburius,homme politique de la Rome antique
Lucius Pomponius,écrivain
Lucius Pomponius,poète
Lucius Pomponius,dramaturge
Quintus Terentius Scaurus,linguiste
Sextus Calpurnius Agricola,militaire
Sextus Calpurnius Agricola,personnalité politique
Alfidia,
Procopius Anthemius,personnalité politique
Materne de Milan,prêtre catholique
Agricola,personnalité politique
Anatolius,personnalité politique
Anatolius,diplomate
Servius Cornelius Scipio Salvidienus Orfitus,personnalité politique
Servius Sulpicius Galba,homme politique de la Rome antique
Philostrate d'Athènes,écrivain
Philostrate d'Athènes,sophiste
Philostrate d'Athènes,philosophe
Philostrate d'Athènes,orateur
Cornelia Supera,
Publius Sextius Naso,homme politique de la Rome antique
Sextus Cornelius Clemens,
Sextus Baius Pudens,chef militaire
Sextus Cornelius Repentinus,personnalité politique
Sextus Cornelius Repentinus,receveur des finances
Sextus Cornelius Repentinus,soldat
Pythodoris de Trallès,personnalité politique
Anicius Petronius Probus,personnalité politique
Publius Aelius Hadrianus Afer,personnalité politique
Anthimus de Rome,prêtre
Anicius Auchenius Bassus,personnalité politique
Caius Posthumus Dardanus,personnalité politique
Cocceius Auctus,architecte
Pilia,
Tranquilline,
Felix,personnalité politique
Terenzio Rufo,personnalité politique
Terenzio Rufo,soldat
Nummius Æmilianus Dexter,personnalité politique
Nummius Æmilianus Dexter,historien
Asinius Gallus,
Spurius Carvilius,militaire
Rufrius Crispinus,militaire
Sextus Caecilius Africanus,conseiller juridique
Alypia,
Chrysogone d'Aquilée,prêtre catholique
Delphin de Bordeaux,prêtre
Titus Statilius Taurus,homme politique de la Rome antique
Titus Statilius Taurus,militaire
Statius Sebosus,géographe
Atilia,
Magnia Urbica,impératrice régnante
Caius Atilius Bulbus,homme politique de la Rome antique
Caius Atilius Bulbus,militaire
Appius Claudius Russus,homme politique de la Rome antique
Appius Claudius Russus,militaire
Aulus Manlius Vulso,homme politique de la Rome antique
Aulus Manlius Vulso,militaire
Aulus Manlius Vulso,ancient Roman legislator
Crescens le Cynique,philosophe
Sulpicius Rufus,
Gaius Papirius Carbo,homme politique de la Rome antique
Gaius Papirius Carbo,militaire
Quintus Aemilius Laetus,militaire
Claudius Lysias,militaire
Sosia Galla,aristocrate
Mithridate II du Bosphore,souverain
Calépode de Rome,prêtre
Galeria Copiola,danseur
Gaius Prastina Messalinus,homme politique de la Rome antique
Gaius Prastina Messalinus,militaire
Caius Cilnius Proculus,personnalité politique
Caius Cilnius Proculus,soldat
Marcus Peducaeus Priscinus,militaire
Marcus Peducaeus Priscinus,personnalité politique
Lucius Annius Largus,personnalité politique
Marcus Suillius Nerullinus,militaire
Marcus Suillius Nerullinus,personnalité politique
Quintus Acutius Nerva,personnalité politique
Caius Valerius Festus,militaire
Caius Valerius Festus,personnalité politique
Titus Cloelius Siculus,homme politique de la Rome antique
Titus Cloelius Siculus,militaire
Quintus Iulius Balbus,personnalité politique
Lucius Pasidienus Firmus,personnalité politique
Sextus Lusianus Proculus,personnalité politique
Virius Nepotianus,personnalité politique
Virius Nepotianus,officier
Publius Vinicius,militaire
Publius Vinicius,personnalité politique
Sextus Quinctilius Condianus,personnalité politique
Marcus Titius Lustricus Bruttianus,personnalité politique
Lucius Herennius Saturninus,personnalité politique
Gaius Anicius Cerialis,militaire
Gaius Anicius Cerialis,personnalité politique
Lucius Hedius Rufus Lollianus Avitus,personnalité politique
Marcus Petronius Sura Mamertinus,personnalité politique
Gnaeus Pompeius Collega,personnalité politique
Lucius Roscius Aelianus Paculus,personnalité politique
Publius Aelius Tubero,homme politique de la Rome antique
Publius Aelius Tubero,militaire
Alfenus Varus,écrivain
Alfenus Varus,poète
Alfenus Varus,juriste
Alfenus Varus,homme politique de la Rome antique
Publius Cornelius Scipio Nasica Serapio,homme politique de la Rome antique
Publius Cornelius Scipio Nasica Serapio,militaire
Publius Cornelius Scipio Nasica,militaire
Publius Cornelius Scipio Nasica,personnalité politique
Publius Cornelius Scipio Africanus Minor,rhéteur
Publius Cornelius Scipio Africanus Minor,homme politique de la Rome antique
Publius Cornelius Scipio Africanus Minor,historien romain de l'antiquité
Publius Licinius Gallienus,poète
Publius Quintilius,juriste
Publius Sestius,homme politique de la Rome antique
Publius Sestius,militaire
Publius Juventius Celsus,écrivain
Publius Juventius Celsus,militaire
Publius Juventius Celsus,personnalité politique
Publius Juventius Celsus,juriste
Sextus Nonius Quintilianus,militaire
Sextus Nonius Quintilianus,personnalité politique
Sextus Nonius Quintilianus,consul de l'Empire romain
Marcus Valerius Homullus,militaire
Marcus Valerius Homullus,personnalité politique
Lucius Pinarius Natta,homme politique de la Rome antique
Lucius Pinarius Natta,militaire
Lucius Julius Graecinus,écrivain
Lucius Julius Graecinus,militaire
Lucius Veturius Crassus Cicurinus,homme politique de la Rome antique
Lucius Veturius Crassus Cicurinus,militaire
Licinio Menenio Lanato,homme politique de la Rome antique
Licinio Menenio Lanato,militaire
Lucius Stertinius Avitus,militaire
Lucius Stertinius Avitus,poète
Lucius Stertinius Avitus,personnalité politique
Quintus Sulpicius Camerinus,militaire
Quintus Sulpicius Camerinus,poète
Quintus Sulpicius Camerinus,personnalité politique
Lucius Pinarius Mamercinus,homme politique de la Rome antique
Lucius Pinarius Mamercinus,militaire
Pupius,auteur tragique
Julius Atherianus,historien
Lucius Vettius Paulus,militaire
Lucius Vettius Paulus,personnalité politique
Titus Avidius Quietus,personnalité politique
Quintus Caecilius Metellus Creticus Silanus,militaire
Quintus Caecilius Metellus Creticus Silanus,personnalité politique
Lucius Afinius Gallus,militaire
Lucius Afinius Gallus,personnalité politique
Titus Vibius Varus,militaire
Titus Vibius Varus,personnalité politique
Gaius Aquilius Proculus,personnalité politique
Lucius Nonius Asprenas,personnalité politique
Caius Octavius Lampadio,poète
Caius Octavius Lampadio,philologue
Lucius Junius Quintus Vibius Crispus,personnalité politique
Titus Quinctius Crispinus Valerianus,personnalité politique
Titus Quinctius Crispinus Valerianus,consul suffect
Lucius Valerius Catullus Messallinus,militaire
Lucius Valerius Catullus Messallinus,personnalité politique
Caius Octavius Laenas,personnalité politique
Quintus Terentius Culleo,personnalité politique
Gaius Calvisius Sabinus,militaire
Gaius Calvisius Sabinus,personnalité politique
Lucius Baebius Tullus,personnalité politique
Quintus Baebius Macer,militaire
Quintus Baebius Macer,personnalité politique
Quintus Baebius Macer,historien
Lucius Aemilius Rectus,fonctionnaire
Lucius Aemilius Juncus,
Lucius Aemilius Juncus,philosophe
Lucius Icilius,homme politique de la Rome antique
Lucius Calventius Vetus Carminius,personnalité politique
Lucius Calpurnius Piso,personnalité politique
Lucius Calpurnius Piso Frugi,homme politique de la Rome antique
Lucius Carminius Lusitanicus,personnalité politique
Lucius Catius Celer,
Lucius Catilus Severus,
Lucius Quinctius,
Lucius Quinctius Cincinnatus,
Lucius Claudius Modestus,
Lucius Claudius Proculus Cornelianus,
Lucius Clodius Pompeianus,
Lucius Livius,
Lucius Cuspius Camerinus,
Lucius Manlius,
Lucius Manlius Vulso,personnalité politique
Lucius Mantennius Sabinus,chef militaire
Lucius Memmius,orateur
Lucius Matuccius Fuscinus,
Lucius Memmius,
Lucius Messius Rusticus,
Lucius Mummius Niger Quintus Valerius Vegetus,
Lucius Maecilius,homme politique de la Rome antique
Lucius Neratius Junius Macer,
Lucius Naevius Surdinus,personnalité politique
Lucius Novius,
Lucius Nonius Asprenas,
Lucius Octavius Crassus,
Lucius Numitorius,homme politique de la Rome antique
Lucius Papirius,homme politique de la Rome antique
Lucius Papirius Mugillanus,
Lucius Peducaeus Colonus,
Lucius Peducaeus Fronto,
Lucius Poblicola Priscus,
Lucius Plautius Octavianus,
Lucius Pomponius Bassus,
Lucius Pomponius Maternus,
Lucius Pomponius Silvanus,
Lucius Postumius Tempsanus,militaire
Lucius Pullaienus Gargilius Antiquus,
Lucius Roscius Aelianus,
Lucius Rubrius,
Lucius Rutilius Propinquus,
Lucius Sempronius Gracchus,
Lucius Sempronius Merula Auspicatus,
Lucius Septimius Flaccus,
Lucius Septimius Severus,
Lucius Sergius Paullus,
Lucius Silius Decianus,personnalité politique
Lucius Statius Aquilia,
Lucius Stertinius Quintilianus Acilius Strabo Caius Curiatius Maternus Clodius Nummus,chef militaire
Lucius Stertinius Noricus,personnalité politique
Lucius Tampius Flavianus,sénateur romain
Lucius Trebonius Asper,
Lucius Tusidius Campester,
Lucius Fabricius,
Lucius Fadius Rufinus,
Lucius Flavius Honoratus Lucilianus,chef militaire
Lucius Furius,
Lucius Fufius,
Lucius Hedius Rufus Lollianus Avitus,
Lucius Hortensius,homme politique de la Rome antique
Lucius Caesennius Sospes,personnalité politique
Lucius Hostilius Dasianus,homme politique de la Rome antique
Lucius Coelius Festus,
Lucius Coelius Rufus,
Lucius Cestius,personnalité politique
Lucius Caecilius Metellus,
Lucius Iulius Messala Rutilianus,
Lucius Iulius Proculianus,
Lucius Iulius Romulus,
Lucius Iulius Severus,
Lucius Julius Statilius Severus,chef militaire
Lucius Julius Faustinianus,chef militaire
Lucius Iulius Frugi,
Lucius Junius Caesennius Paetus,personnalité politique
Lucius Junius Caesennius Paetus,personnalité politique
Manius Acilius Glabrio,
Manius Acilius Faustinus,
Manius Valerius Messala Potitus,personnalité politique
Marcus Curius,
Manilius Cumanus,
Marcus Otacilius Catulus,personnalité politique
Marcus Aurelius Apollinaris,
Marcus Aurelius Sebastianus,chef militaire
Marcus Aquilius Regulus,
Marcus Accenna Verus,
Marcus Annius Afrinus,personnalité politique
Marcus Antistius,
Marcus Annius Herennius Pollio,personnalité politique
Marcus Antonius,homme politique de la Rome antique
Marcus Antonius Zeno,consul suffect
Marcus Antonius Zeno,sénateur romain
Marcus Antonius Pallas,
Aulus Antonius Rufus,personnalité politique
Marcus Arrius Flaccus,personnalité politique
Marcus Antonius Hiberus,personnalité politique
Marcus Fabius Buteo,homme politique de la Rome antique
Marcus Fabius Buteo,militaire
Lucius Aelius Oculatus,personnalité politique
