itemLabel,occupationLabel
Titus Prifernius Paetus Rosianus Geminus,personnalité politique
Marcus Pomponius Matho,personnalité politique
Gessius,personnalité politique
Marcus Valerius Messalla Messallinus,personnalité politique
Publius Victor,historien
Publius Licinius Crassus Dives,personnalité politique
Marcus Raecius,diplomate
Justus,personnalité politique
Justus,officier
Caius Vettius Gratus Sabinianus,
Publius Fannius Synistor,collectionneur d'œuvres d'art
Claudia Julia,
Tiberius Julius Lupus,
Caius Curtius Justus,
Marcus Atilius Postumus Bradua,personnalité politique
Quintus Antonius Isauricus,consul suffect
Quintus Antonius Isauricus,sénateur romain
Sicorius Probus,officier
Probus,
Marcus Servilius,chef militaire
Marcus Servilius,magistrat monétaire
Gaius of Corinth,
Lucius Neratius Priscus,personnalité politique
Tuccia,
Publius Julius Geminius Marcianus,
Publius Licinius Tegula,auteur
Cnaeus Domitius Lucanus,personnalité politique
Aemilius Probus,grammaticus
Lucius Aurelius Flaccus,consul suffect
Lucius Aurelius Flaccus,sénateur romain
Tiberius Barbius Tiberinus,affranchi
Servandus,
Germanus,
Orentius,
Patientia,
Valerius Pinianus,moine
Marcus Fadius Celer Flavianus Maximus,personnalité politique
Antia Marcellina,
Lucius Luscius Ocrea,personnalité politique
Gaius Calpurnius Flaccus,personnalité politique
Julius Canus,philosophe
Lucius Novius Crispinus Martialis Saturninus,consul suffect
Lucius Novius Crispinus Martialis Saturninus,sénateur romain
Tarquitius Priscus,haruspice
Marcus Novius Tubula,homme politique de la Rome antique
Caius Arrius Antoninus,consul suffect
Caius Arrius Antoninus,sénateur romain
Gaius Javolenus Calvinus,consul suffect
Gaius Javolenus Calvinus,sénateur romain
Lucius Annius Vinicianus,sénateur romain
Gaius Sempronius Longus,prêtre romain
Gaius Sempronius Longus,homme politique de la Rome antique
Cnaeus Siccius,homme politique de la Rome antique
Gaius Sulpicius Galba,personnalité politique
Gaius Sulpicius Galba,personnalité politique
Gaius Ursanius,
Gaius Valerius Flaccus,homme politique de la Rome antique
Gaius Vettius Aquilinus,militaire
Gaius Villius,homme politique de la Rome antique
Gallonius Avitus,militaire
Gallonius Avitus,poète
Gallonius Avitus,fonctionnaire
Caius Maenius,homme politique de la Rome antique
Marcus Duronius,personnalité politique
Gnaeus Anicius,militaire
Cnaeus Calpurnius Piso,homme politique de la Rome antique
Cnaeus Calpurnius Piso,militaire
Gnaeus Fulvius,homme politique de la Rome antique
Gnaeus Fulvius,militaire
Gnaeus Magius,meddix toticus
Cnaeus Manlius,homme politique de la Rome antique
Gnaeus Lutatius Cerco,légat
Gnaeus Lutatius Cerco,homme politique de la Rome antique
Gnaeus Papirius Aelianus,militaire
Gnaeus Papirius Aelianus,personnalité politique
Cnaeus Plancius,militaire
Gnaeus Pomponius,orateur
Gnaeus Octavius Rufus,personnalité politique
Gnaeus Ogulnius Gallus,
Gaius Sempronius Blaesus,homme politique de la Rome antique
Gaius Sempronius Blaesus,militaire
Cnaeus Tremellius,
Cnaeus Tremellius,
Cnaeus Tremellius Flaccus,militaire
Cnaeus Tremellius Flaccus,personnalité politique
Granius Marcianus,personnalité politique
Gavius Silvanus,militaire
Gutta,militaire
Haterius,personnalité politique
Herennius Gallus,militaire
Hermogenes of Carthago,théologien
Icelus Marcianus,personnalité politique
Julius Ausonius,médecin
Julius Diocles,épigrammatiste
Julius Marathus,écrivain
Julius Modestus,grammairien
Julius Montanus,personnalité politique
Junius Cilo,militaire
Junius Cilo,personnalité politique
Catonius Justus,centurion
Catonius Justus,militaire
Publius Juventius Celsus,juriste
Junia,
Junia Fadilla,
Lecanius Areius,médecin
Lentidius,militaire
Licinia,vestale
Lucius Livineius Regulus,personnalité politique
Lucius Apustius,militaire
Lucius Atilius,homme politique de la Rome antique
Lucius Aurunculeius,militaire
Lucius Genucius,
Lucius Lucilius Balbus,juriste
Lucius Annius,
Lucius Annius Vinicianus,personnalité politique
Lucius Appius Maximus,militaire
Lucius Appuleius Saturninus,militaire
Lucius Asinius Gallus,
Lucius Baebius,homme politique de la Rome antique
Lucius Calpurnius Piso,homme politique de la Rome antique
Lucius Calpurnius Piso,ancient Roman diplomat
Lucius Baebius,légat
Lucius Calpurnius Piso,personnalité politique
Lucius Canuleius,militaire
Lucius Carpinatius,Publicain
Quintus Laronius,militaire
Quintus Opimius,homme politique de la Rome antique
Quintus Opimius,militaire
Rhescuporis II du Bosphore,monarque
Rhescuporis V du Bosphore,monarque
Rhodon,écrivain
Rhétice d'Autun,écrivain
Gaius Epidius Marullus,homme politique de la Rome antique
Savinien de Rilly,
Syngès,monarque
Tarquinia,
Tatulus,personnalité politique
Terentia,
Titus Flavius Postuminus,personnalité politique
Titus Pullo,soldat
Titus Vestricius Spurinna,militaire
Titus Vestricius Spurinna,personnalité politique
Rhescuporis III du Bosphore,monarque
Vindicius,
Adamantius,personnalité politique
Adamantius,diplomate
Adelphia,
"Agatón, mártir",prêtre catholique
Agricola,personnalité politique
Flavius Albinus,personnalité politique
Alfius Avitus,poète
Allobichus,officier
Amantius of Como,prêtre
Amasianus of Taranto,prêtre catholique
Anagast,personnalité politique
Anastasie la Romaine,
Anicius Paulinus,personnalité politique
Anicius Acilius Aginantius Faustus,personnalité politique
Anicius Acilius Glabrio Faustus,personnalité politique
Anicius Probus Faustus,personnalité politique
Annius Eucharius Epiphanius,personnalité politique
Antonia,
Antonius Tatianus,personnalité politique
Apelle de Smyrne,prêtre catholique
Apollinaris,
Apollonius,
Apollonios Mys,médecin
Saint Apollonius,prêtre catholique
Appius Nicomachus Dexter,personnalité politique
Apronianus,personnalité politique
Aquila,
Aquilius,auteur comique
Aradius Rufinus,militaire
Aradius Rufinus,fonctionnaire
Arbuscola,
Archagathos,médecin
Lucius Caesetius Flavus,homme politique de la Rome antique
Lucius Aurelius Orestes,homme politique de la Rome antique
Lucius Aurelius Orestes,militaire
Titus Quinctius Atta,poète
Titus Quinctius Atta,auteur comique
Publius Afranius Potitus,personnalité politique
Publius Cornelius Sulla,militaire
Lucius Licinius Murena,militaire
Lucius Licinius Murena,personnalité politique
Lucius Scribonius Libo,homme politique de la Rome antique
Lucius Scribonius Libo,militaire
Marcus Marius,homme politique de la Rome antique
Marcus Marius,militaire
Gaius Junius Bubulcus Brutus,homme politique de la Rome antique
Gaius Junius Bubulcus Brutus,militaire
Lusius Geta,personnalité politique
Trebius Germanus,
Caius Carrinas,militaire
Caerellius Priscus,
Acerronia Polla,
Titus Quinctius Capitolinus Barbatus,homme politique de la Rome antique
Titus Quinctius Capitolinus Barbatus,militaire
Gaius Ateius Capito,militaire
Marcus Licinius Crassus Dives,militaire
Marcus Licinius Crassus Dives,personnalité politique
Quintus Fabius Ambustus,homme politique de la Rome antique
Quintus Fabius Ambustus,militaire
Marcus Aemilius Lepidus,homme politique de la Rome antique
Marcus Aemilius Lepidus,militaire
Lucius Hostilius Mancinus,homme politique de la Rome antique
Lucius Hostilius Mancinus,militaire
Popillia,
Caius Julius Alexander,
Marcus Antonius Julianus,personnalité politique
Caius Julius Archelaus Antiochus Epiphanes,monarque
Lucius Lucretius,homme politique de la Rome antique
Publius Cornelius Sulla,
Siculus Flaccus,écrivain
Marcus Actorius Naso,historien
Arruntius Celsus,écrivain
Lucius Alfenus Senecio,personnalité politique
Démétriade,
Publius Cornelius Scipio,homme politique de la Rome antique
Publius Cornelius Scipio,militaire
Marcus Centenius Penula,centurion
Marcus Centenius Penula,militaire
Publius Claudius Pulcher,militaire
Marcus Aemilius Lepidus,militaire
Ceionius Rufius Albinus,personnalité politique
Mestrius Martinus,peintre
Publius Ragonius Erotianus,peintre
Caius Sallustius Ajax,peintre
Alexander,
Anatolius,
Anatolius,
Araxius,
Africanus,
Decimius Germanianus,personnalité politique
Caius Sevius Lupus,architecte
Claudius Avitianus,
Claudius Unimanus,militaire
Porcia,
Julius,officier
Lucius Valerius Flaccus,personnalité politique
Titus Vettius,
Marcus Tullius,
Decrius Calpurnianus,
Gaius Vettius Capitolinus,peintre
Saufeius Trogus,
Lucius Licinius Murena,personnalité politique
Marcus Cossutius Ménelaos,
Lucius Calpurnius Festus,peintre
Gnaeus Pompeius Homullus,cavalier
Aelius Brocchus,
Calpus,
Iulianus,
Aurelius Ammonius,
Velleius Macrinus,
Virius Audentius Aemilianus,
Caius Valerius Antoninus,
Lucilius Constantius,
Marcus Aurelius Valerius Valentinus,
Verginius Flavus,rhéteur
Julien de Cappadoce,rhéteur
Demetrius,mathématicien
Gaius Ummidius Actius Anicetus,acteur
Quintus Nonienus Pudens,
Marcus Magius Maximus,
Tatia,
Lucius Julius Vehilius Gratus Julianus,personnalité politique
Proculus,
Flavius Genialis,fonctionnaire
Flavius Cerialis,
Basilides,soldat
Lucius Livineius Eutactus,peintre
Lucius Valerius Proculus,personnalité politique
Marcus Petronius Honoratus,
Marcus Valerius Lactuca Maximus,homme politique de la Rome antique
Marcus Valerius Lactuca Maximus,militaire
Theodosius of Barcelona,
Marcus Maenius Agrippa,
Gaius Sulpicius,homme politique de la Rome antique
Gnaeus Suellius Flaccus,
Publius Mucius Scaevola,homme politique de la Rome antique
Publius Mucius Scaevola,militaire
Lucius Livineius Regulus,
Lucius Livineius Regulus,militaire
Aulus Sempronius Asellio,homme politique de la Rome antique
Marcus Antonius Antius Lupus,
Titus Cloelius,magistrat monétaire
Lucius Marius Perpetuus,personnalité politique
Lucius Atilius,homme politique de la Rome antique
Lucius Atilius,militaire
Flavianus,préfet du prétoire
Gaius Popillius Laenas,homme politique de la Rome antique
Gaius Popillius Laenas,militaire
Gratidia,
Gaius Herennius,écrivain
Gaius Herennius,rhéteur
Marcus Laetorius Plancianus,militaire
Marcus Cossutius,militaire
Marcus Pompilius Andronicus,grammaticus
Marcus Annaeus Mela,orateur
Lucius Papirius,orateur
Pompeius Rufus le jeune,homme politique de la Rome antique
Quintus Cassius,homme politique de la Rome antique
Quintus Cassius,militaire
Caeso Quinctius Flamininus,
Quintus Servilius Caepio Brutus,
Titianus le Jeune,orateur
Lucius Valerius Licinianus,
Valerius Messalla,militaire
Vipsanius Atticus,rhéteur
Gaius Virgilius,homme politique de la Rome antique
Gaius Virgilius,militaire
Manilius Rusticianus,personnalité politique
Quintus Anicius Praenestinus,personnalité politique
Abundantius,personnalité politique
Quintus Aburnius Caedicianus,militaire
Quintus Aburnius Caedicianus,personnalité politique
Marcus Aurelius Decimus,
Julius Eubulidas,personnalité politique
Sempronius Tuditanus,
Lucius Antonius Naso,personnalité politique
Titus Atilius Rufus,personnalité politique
Titus Atilius Rufus,sénateur romain
Aulus Minucius Thermus,militaire
Émilien de Nicée,épigrammatiste
Spurius Lucretius,militaire
Fabricius Veiento,écrivain
Félix de Gérone,
Flavius Heracleo,militaire
Flavius Maternianus,militaire
Flavianus,personnalité politique
Flavianus,personnalité politique
Fundania,
Gaius Afranius Stellio,
Gaius Arpineius,
Gaius Aurunculeius,légat
Gaius Burrienus,militaire
Gaius Caedicius,militaire
Gaius Cosconius Calidianus,orateur
Gaius Stertinius,militaire
Gaius Stertinius,personnalité politique
Gaius Fonteius,militaire
Gaius Fundanius,propriétaire terrien
Gaius Hostilius,diplomate
Gaius Hostilius,homme politique de la Rome antique
Gaius Licinius Sacerdos,homme politique de la Rome antique
Gaius Licinius Sacerdos,militaire
Caius Livius Drusus,juriste
Gaius Minucius Augurinus,
Gaius Ampius,militaire
Gaius Popillius,militaire
Gaius Titius,homme politique de la Rome antique
Gaius Vibius Varus,personnalité politique
Gnaeus Laetorius,militaire
Cnaeus Nerius,
Cnaeus Sicinius,militaire
Cnaeus Sicinius,militaire
Cnaeus Sicinius,personnalité politique
Gutta,
Haterius Rufus,militaire
Helvius Mancia,orateur
Hirtia,
Hispala Faecenia,
Julius Rufinianus,rhéteur
Julius Titianus,écrivain
Junius Mauricianus,personnalité politique
Junius Mauricianus,juriste
Lucius Bellienus,militaire
Lucius Canuleius,Publicain
Lucius Caepasius,personnalité politique
Lucius Caesulenus,orateur
Lucius Cornelius Lentulus Caudinus,
Lucius Staberius,militaire
Lucius Staberius,personnalité politique
Lucius Staberius,chef militaire
Lucius Stertinius,militaire
Lucius Hortensius,militaire
Lucius Iulius Vopiscus Iullus,homme politique de la Rome antique
Lucius Iulius Vopiscus Iullus,militaire
Lucius Licinius Lucullus,homme politique de la Rome antique
Lucius Licinius Sura,
Lucius Lucilius,militaire
Lucius Manilius,militaire
Lucius Pupius,militaire
Lucius Valerius Antias,militaire
Lucius Valerius Praeconinus,militaire
Marcus Anicius,militaire
Marcus Artorius,médecin
Marcus Aurius,
Marcus Baebius,légat
Marcus Bucculeius,juriste
Marcus Castricius,
Marcus Caelius Sabinus,juriste
Publius Quintilius Varus,militaire
Astyrius,personnalité politique
Attius Insteius Tertullus,
Aulus Sempronius Atratinus,militaire
Aurelius Anicius Symmachus,personnalité politique
Aurelius Celsinus,personnalité politique
Aurelius Celsinus,officier
Aurelius Hermogenes,personnalité politique
Aurelius Theodotus,chef militaire
Aventius,personnalité politique
Publius Sulpicius Rufus,homme politique de la Rome antique
Publius Sulpicius Rufus,militaire
Bassus of Lucera,prêtre catholique
Bathanarius,personnalité politique
Buono,presbytre
Caius Laetorius,homme politique de la Rome antique
Camillus,personnalité politique
Lucius Carvilius,
Gaius Appuleius Decianus,
Lucius Scribonius Libo,historien romain de l'antiquité
Gaius Caelius Rufus,personnalité politique
Spurius Carvilius,
Quintus Valerius Soranus,homme politique de la Rome antique
Quintus Voconius Saxa,homme politique de la Rome antique
Tiberius Canutius,personnalité politique
Lucius Licinius Lucullus,chef militaire
Lucius Licinius Lucullus,homme politique de la Rome antique
Lucius Licinius Lucullus,militaire
Aulus Pompeius,
Caius Servilius Vatia,homme politique de la Rome antique
Marcus Aemilius Scaurus,militaire
Marcus Aemilius Scaurus,personnalité politique
Quintus Pedius Publicola,homme politique de la Rome antique
Fabia Orestilla,
Lucius Manlius,
Julia Agricola,
Faltonius Probus Alypius,personnalité politique
Iohannes,personnalité politique
Gaius Ceionius Rufius Volusianus Lampadius,personnalité politique
Flavius Constantinus,personnalité politique
Flavius Constantinus,diplomate
Lucius Valerius Septimius Bassus,personnalité politique
Nicomachus Flavianus le Jeune,fonctionnaire
Matidia Minor,
Quintus Curius,homme politique de la Rome antique
Publius Cornelius Lentulus Marcellinus,homme politique de la Rome antique
Caecina Decius Maximus Basilius,personnalité politique
Lucius Caesonius Ovinius Rufinius Manlius Bassus,personnalité politique
Lucius Caesonius Ovinius Rufinius Manlius Bassus,officier
Lucius Verginius,homme politique de la Rome antique
Lucius Verginius,militaire
Aemilia Lepida,femme au foyer
Flavius Paterius,personnalité politique
Severinus iunior,personnalité politique
Caecina Decius Aginatius Albinus,personnalité politique
Paulinus,militaire
Paulinus,personnalité politique
Flavius Praesidius,personnalité politique
Florentius,personnalité politique
Valerius Faltonius Adelphius,personnalité politique
Iunius Quartus Palladius,personnalité politique
Lucius Antonius,personnalité politique
Senator,personnalité politique
Senator,diplomate
Tertullus,personnalité politique
Flavius Taurus Clementinus Armonius Clementinus,personnalité politique
Rufus,personnalité politique
Annia Aurelia Galeria Faustina,
Lucius Mamilius,homme politique de la Rome antique
Lucius Mamilius,militaire
Lucius Calpurnius Bibulus,écrivain
Lucius Calpurnius Bibulus,homme politique de la Rome antique
Lucius Calpurnius Bibulus,militaire
Sulpicius Galba,personnalité politique
Sulpicius Galba,historien
Vibia Aurelia Sabina,
Heraclius of Edessa,chef militaire
Dioscorus,personnalité politique
Avienus,personnalité politique
Lucius,personnalité politique
Quintus Furius,prêtre romain
Quintus Furius,homme politique de la Rome antique
Constans,personnalité politique
Flavius Julius Sallustius,personnalité politique
Nomus,personnalité politique
