item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pere,mere
http://www.wikidata.org/entity/Q935520,Publius Sempronius Tuditanus,Publius,Sempronius,Tuditanus,Sempronii,masculin,-0300-01-01T00:00:00Z,t2258865516,-0200-01-01T00:00:00Z,t2258865535,http://www.wikidata.org/entity/Q97666961,t2258865523
http://www.wikidata.org/entity/Q938426,Spurius Postumius Albinus,Spurius,Postumius,,Postumii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0179-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q304970,t2258853767
http://www.wikidata.org/entity/Q939456,Quintus Fulvius Flaccus,Quintus,Fulvius,,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome,-0260-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q710851,t2258882241
http://www.wikidata.org/entity/Q940162,Quintus Marcius Philippus,Quintus,Marcius,Philippus,Marcii,masculin,-0300-01-01T00:00:00Z,t2258828269,-0200-01-01T00:00:00Z,t2258828267,http://www.wikidata.org/entity/Q20005235,t2258828265
http://www.wikidata.org/entity/Q940749,Quintus Minucius Thermus,Quintus,Minucius,,Minucii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0187-01-01T00:00:00Z,Thrace,t2258851935,t2258851934
http://www.wikidata.org/entity/Q943175,Publius Aelius Paetus,Publius,Aelius,Paetus,Aelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0173-01-01T00:00:00Z,t2258877925,http://www.wikidata.org/entity/Q11944253,t2258877924
http://www.wikidata.org/entity/Q947137,Cnaeus Cornelius Lentulus,Cnaeus,Cornelius,,Cornelii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q868058,t2258793062
http://www.wikidata.org/entity/Q947607,Lucius Cornelius Lentulus,Lucius,Cornelius,Lentulus,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q934699,t2258842543
http://www.wikidata.org/entity/Q947663,Marcus Baebius Tamphilus,Marcus,Baebius,,Baebii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258879317,http://www.wikidata.org/entity/Q563530,t2258879329
http://www.wikidata.org/entity/Q947736,Caius Atilius Regulus,Caius,Atilius,Regulus,Atilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0224-01-01T00:00:00Z,Q3654612,http://www.wikidata.org/entity/Q318718,t2258846222
http://www.wikidata.org/entity/Q949270,Lucius Quinctius Flamininus,Lucius,Quinctius,Flamininus,Quinctii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2258834712,t2258834713,t2258834726
http://www.wikidata.org/entity/Q955084,Marcus Cornelius Cethegus,Marcus,Cornelius,,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0195-01-01T00:00:00Z,t2258887415,t2258887409,t2258887426
http://www.wikidata.org/entity/Q965435,Caius Atilius Regulus Serranus,Caius,Atilius,Regulus,Atilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0201-01-01T00:00:00Z,t2258829721,http://www.wikidata.org/entity/Q318718,t2258829722
http://www.wikidata.org/entity/Q965435,Caius Atilius Regulus Serranus,Caius,Atilius,Serranus,Atilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0201-01-01T00:00:00Z,t2258829721,http://www.wikidata.org/entity/Q318718,t2258829722
http://www.wikidata.org/entity/Q969126,Spurius Carvilius Maximus Ruga,Spurius,Carvilius,Maximus,Carvilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0210-01-01T00:00:00Z,t2258962954,http://www.wikidata.org/entity/Q1284884,t2258962947
http://www.wikidata.org/entity/Q969126,Spurius Carvilius Maximus Ruga,Spurius,Carvilius,Ruga,Carvilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0210-01-01T00:00:00Z,t2258962954,http://www.wikidata.org/entity/Q1284884,t2258962947
http://www.wikidata.org/entity/Q974502,Gnaeus Fulvius Centumalus,Cnaeus,Fulvius,,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258951671,t2258951670,t2258951677
http://www.wikidata.org/entity/Q974512,Cnaeus Fulvius Centunalus Maximus,Cnaeus,Fulvius,,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0209-01-01T00:00:00Z,Ordona,http://www.wikidata.org/entity/Q974502,t2258969881
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Manlius,Acidinus,Manlii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Fulvius,Acidinus,Manlii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Manlius,Fulvianus,Manlii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Fulvius,Fulvianus,Manlii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Manlius,Acidinus,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Fulvius,Acidinus,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Manlius,Fulvianus,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
http://www.wikidata.org/entity/Q975462,Lucius Manlius Acidinus Fulvianus,Lucius,Fulvius,Fulvianus,Fulvii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258929793,http://www.wikidata.org/entity/Q710851,t2258929794
