item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere
http://www.wikidata.org/entity/Q784701,Chrysanthus,,,,,masculin,,,,http://www.wikidata.org/entity/Q16869,http://www.wikidata.org/entity/Q51883247,
http://www.wikidata.org/entity/Q867765,Sosie de Misène,,,,,masculin,0201-01-01T00:00:00Z,http://www.wikidata.org/entity/Q401231,0305-09-19T00:00:00Z,http://www.wikidata.org/entity/Q72425,,
http://www.wikidata.org/entity/Q867859,Claudia Crispina,,Claudia,Crispina,Claudii,féminin,,,,,,
http://www.wikidata.org/entity/Q878568,Héraclien,,,,,masculin,0370-01-01T00:00:00Z,,0413-03-08T00:00:00Z,http://www.wikidata.org/entity/Q6343,,
http://www.wikidata.org/entity/Q882938,Varronianus,,Flavius,,Flavii,masculin,0363-01-01T00:00:00Z,,0301-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q34074,http://www.wikidata.org/entity/Q1898418
http://www.wikidata.org/entity/Q884910,Candidianus,Caius,Valerius,,Valerii,masculin,0297-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17151,0313-01-01T00:00:00Z,http://www.wikidata.org/entity/Q209349,http://www.wikidata.org/entity/Q172168,http://www.wikidata.org/entity/Q234562
http://www.wikidata.org/entity/Q885087,Romanus,,,,,masculin,0500-01-01T00:00:00Z,,0470-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,,
http://www.wikidata.org/entity/Q886936,Longinus,t2244265980,Flavius,Longinus,Flavii,masculin,0500-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q921632,Caecina Decius Basilius,,Decius,,Decii,masculin,0500-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q927711,Messius Phoebus Severus,,Flavius,,Flavii,masculin,0450-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q947687,Castinus,,Flavius,,Flavii,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q845909,0420-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q957189,Flavius Ablabius,t298675568,t298675608,,t298675602,masculin,0300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q34374,0338-01-01T00:00:00Z,http://www.wikidata.org/entity/Q373189,,
http://www.wikidata.org/entity/Q960953,Flavius Pompeius,,,,,masculin,0450-01-01T00:00:00Z,http://www.wikidata.org/entity/Q16869,0532-01-19T00:00:00Z,http://www.wikidata.org/entity/Q16869,,
