item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Livius,Drusus,Claudii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,t2262044132,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Claudius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Claudius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Livius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Livius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Claudius,Drusus,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Claudius,Drusus,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Livius,Drusus,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Livius,Drusus,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Claudius,Pulcher,Claudii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,t2262044130
