itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pereLabel,mereLabel
Arrecina Tertulla,,,,,féminin,0050-01-01T00:00:00Z,,0063-01-01T00:00:00Z,,Marcus Arrecinus Clemens,
Marcus Junius Silanus,Marcus,Junius,Silanus,Junii,masculin,-0300-01-01T00:00:00Z,Rome,-0260-01-01T00:00:00Z,t2286509359,t2286509355,t2286509351
Marcus Arrecinus Clemens,Marcus,,,,masculin,,Pesaro,0100-01-01T00:00:00Z,Rome,,
Lucius Tutilius Pontianus Gentianus,Lucius,Tutilius,Gentianus,Tutilii,masculin,0150-01-01T00:00:00Z,,,,,
Lucius Tutilius Pontianus Gentianus,Lucius,Tutilius,Pontianus,Tutilii,masculin,0150-01-01T00:00:00Z,,,,,
Granius Petro,t2238681762,Granius,Petro,Granii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0047-01-01T00:00:00Z,t2238681764,t2238681765,t2238681760
Granius,t2238684720,Granius,,Granii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0077-01-01T00:00:00Z,t2238684715,t2238684714,t2238684721
Quintus Pompeius Rufus,Quintus,Pompeius,,Pompeii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2125775904,t2125775905,t2125775902
Lucius Cornelius Scipio,Lucius,Cornelius,,Cornelii,masculin,-0196-01-01T00:00:00Z,Rome antique,-0163-01-01T00:00:00Z,t2125822083,Scipion l'Asiatique,t2125822085
Marcus Aemilius Paullus,Marcus,Aemilius,,Aemilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2298106247,Marcus Aemilius Paullus,t2298106244
Titus Aebutius Helva,Titus,Aebutius,Helva,Aebutii,masculin,-0600-01-01T00:00:00Z,Rome antique,-0500-01-01T00:00:00Z,t2110105818,Q97831763,t2110105835
Cnaeus Mallius Maximus,Cnaeus,Mallius,Maximus,Mallii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0160-01-01T00:00:00Z,t2279032804,t2279032807,t2279032803
Titus Larcius Flavus,Titus,Lartius,Rufus,Lartii,masculin,-0600-01-01T00:00:00Z,t2119852245,-0500-01-01T00:00:00Z,t2119852242,Q97924803,t2119852246
Titus Larcius Flavus,Titus,Lartius,Flavus,Lartii,masculin,-0600-01-01T00:00:00Z,t2119852245,-0500-01-01T00:00:00Z,t2119852242,Q97924803,t2119852246
Lucius Artorius Castus,Lucius,,,,masculin,0200-01-01T00:00:00Z,,0200-01-01T00:00:00Z,Dalmatie,,
Lucius Cornelius Scipio Asiaticus Asiagenus,Lucius,Cornelius,,Cornelii,masculin,-0200-01-01T00:00:00Z,Rome antique,t2119061593,Marseille,t2119061635,t2119061608
Mundus,,,,,masculin,0450-01-01T00:00:00Z,,0536-01-01T00:00:00Z,,Giesmus,
Arsène de Scété,,,,,masculin,0354-01-01T00:00:00Z,Rome,0449-01-01T00:00:00Z,Memphis,,
Marcus Pontius Laelianus Larcius Sabinus,Marcus,Pontius,Sabinus,Pontii,masculin,0100-01-01T00:00:00Z,,,,,
Marcus Pontius Laelianus Larcius Sabinus,Marcus,Pontius,Laelianus,Pontii,masculin,0100-01-01T00:00:00Z,,,,,
Firmus,,,,,masculin,0400-01-01T00:00:00Z,,0375-01-01T00:00:00Z,,Nubel,
Firmus,,,,,masculin,0400-01-01T00:00:00Z,,0375-01-01T00:00:00Z,,Flavius Nubel,
Gaïnas,,,,,masculin,0400-01-01T00:00:00Z,,0401-01-01T00:00:00Z,,,
Servius Sulpicius Camerinus Rufus,Servius,Sulpicius,Camerinus,Sulpicii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2290619511,t2290619512,t2290619513
Servius Sulpicius Camerinus Rufus,Servius,Sulpicius,Rufus,Sulpicii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0400-01-01T00:00:00Z,t2290619511,t2290619512,t2290619513
Quintus Mucius Scævola,Quintus,Mucius,,Mucii,masculin,-0300-01-01T00:00:00Z,Rome,-0200-01-01T00:00:00Z,t2130852483,Quintus Mucius Scaevola (préteur),t2130852485
Aulus Septimius Serenus,,Septimius,,Septimii,masculin,0101-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Appius Claudius Pulcher,Appius,Claudius,,Claudii,masculin,-0130-01-01T00:00:00Z,Rome,-0070-01-01T00:00:00Z,Rome,Appius Claudius Pulcher,t2130167385
Decius Marius Venantius Basilius,,Marius,,Marii,masculin,0401-01-01T00:00:00Z,,0600-01-01T00:00:00Z,,Caecina Decius Basilius,
Lucius Cornelius Bocchus,Lucius,Cornelius,,Cornelii,masculin,,,0100-01-01T00:00:00Z,,,
Cornelius Epicadus,t2119075325,Cornelius,,Cornelii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2119075314,t2119075317,t2119075326
Cornelius Labeo,t2243872169,Cornelius,,,masculin,0250-01-01T00:00:00Z,,,,,
Cornelius Latinianus,Lucius,Cornelius,,Cornelii,masculin,0050-01-01T00:00:00Z,,,,,
Cornelius Lentulus,t2125164477,Cornelius,Lentulus,Cornelii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2125164478,t2125164476,t2125164480
Cornelius Lacon,,Cornelius,,Cornelii,masculin,,Rome,0069-01-01T00:00:00Z,Rome,,
Sextus Cornelius Repentinus,Sextus,Cornelius,,Cornelii,masculin,0200-01-01T00:00:00Z,Chemtou,t2111145733,,Sextus Cornelius Repentinus,
Lucius Arruntius,Lucius,Arruntius,,Arruntii,masculin,,,,,,
Lucius Antistius Vetus,Lucius,Antistius,,Antistii,masculin,-0050-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,Caius Antistius Vetus,
Lucius Caesonius Lucillus Macer Rufinianus,Lucius,Caesonius,,Caesonii,masculin,0195-01-01T00:00:00Z,,,,Gaius Caesonius Macer Rufinianus,
Lucius Caedicius,Lucius,Caedicius,,Caedicii,masculin,-0039-01-01T00:00:00Z,,,,,
Lucius Calpurnius Piso,Lucius,Calpurnius,Piso,Calpurnii,masculin,0150-01-01T00:00:00Z,,,,,
Lucius Cocceius Nerva,Lucius,Cocceius,,Cocceii,masculin,-0100-01-01T00:00:00Z,Rome antique,,t2126354787,t2126354779,t2126354781
Lucius Cassius Longinus,Lucius,Cassius,Longinus,Cassii,masculin,-0100-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,,
Lucius Cornelius Lentulus,Lucius,Cornelius,Lentulus,Cornelii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2242984353,Servius Cornelius Lentulus,t2242984351
Lucius Domitius Paris,Lucius,Domitius,,,masculin,,,0067-01-01T00:00:00Z,,,
Lucius Cornelius Lentulus Lupus,Lucius,Cornelius,Lentulus,Cornelii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0125-01-01T00:00:00Z,t2119085668,Cnaeus Cornelius Lentulus,t2119085633
Lucius Cornelius Lentulus Lupus,Lucius,Cornelius,Lupus,Cornelii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0125-01-01T00:00:00Z,t2119085668,Cnaeus Cornelius Lentulus,t2119085633
Lucius Funisulanus Vettonianus,Lucius,,,,masculin,0100-01-01T00:00:00Z,,0098-01-01T00:00:00Z,,,
Lucius Julius Vestinus,Lucius,Julius,,Julii,masculin,,,,,,
Lucius Julius Caesar,Lucius,Julius,Caesar,Julii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0045-01-01T00:00:00Z,t2294773413,Lucius Julius Caesar,t2294773409
Lucius Marcius Figulus,Lucius,Marcius,,Marcii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2291807807,Caius Marcius Figulus,t2291807806
Lucius Marcius Censorinus,Lucius,Marcius,,Marcii,masculin,-0050-01-01T00:00:00Z,Rome antique,-0050-01-01T00:00:00Z,t2176517579,t2176517571,t2176517581
Lucius Porcius Licinus,Lucius,Porcius,,Porcii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2126627202,t2126627200,t2126627201
Lucius Papirius Cursor,Lucius,Papirius,,Papirii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2126355054,Lucius Papirius Cursor,t2126355056
Lucius Septimius,Lucius,Septimius,,Septimii,masculin,0300-01-01T00:00:00Z,,,,,
Lucius Porcius Licinus,Lucius,Porcius,,Porcii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,t2166396446,t2166396447,t2166396452
Lucius Staius Murcus,Lucius,Staius,Murcus,Staii,masculin,-0084-01-01T00:00:00Z,Rome antique,-0041-01-01T00:00:00Z,Syracuse,t2126354044,t2126354049
Lucius Velleius Paterculus,Lucius,Velleius,Paterculus,Velleii,masculin,0100-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,Velleius Paterculus,
Lucius Vettius,Lucius,Vettius,,Vettii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0058-01-01T00:00:00Z,Rome,t2227832564,t2227832563
Mamurius Veturius,,Veturius,,Veturii,masculin,t2126367054,t2126367057,-0700-01-01T00:00:00Z,t2126367056,t2126367053,t2126367055
Manius Acilius,Manius,Acilius,,Acilii,masculin,-0300-01-01T00:00:00Z,Rome antique,,t2126366003,t2126366001,t2126366004
Caius Valerius Triarius,Caius,Valerius,,Valerii,masculin,,Rome antique,t2224411081,t2224411085,Lucius Valerius Triarius,t2224411083
Marcia,,Marcia,,Marcii,féminin,-0200-01-01T00:00:00Z,Rome antique,-0112-01-01T00:00:00Z,Rome,Quintus Marcius Rex,t2126373836
Marcie,,Marcia,,Marcii,féminin,-0150-01-01T00:00:00Z,t2126374043,t2126374040,t2126374036,Quintus Marcius Rex,t2126374039
Marcus Acilius Caninus,Marcus,Acilius,,Acilii,masculin,-0050-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2126370764,t2126370760,t2126370761
Marcus Annius Libo,Marcus,Annius,,Annii,masculin,0100-01-01T00:00:00Z,,0163-01-01T00:00:00Z,Césarée,Marcus Annius Libo,Fundania
Marcus Caecilius Cornutus,Marcus,Caecilius,,Caecilii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0160-01-01T00:00:00Z,t2126373224,t2126373220,t2126373222
Marcus Caecilius Cornutus,Marcus,Caecilius,,Caecilii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0042-08-01T00:00:00Z,Rome,t2126370596,t2126370599
Quintus Calidius,Quintus,,,,masculin,-0200-01-01T00:00:00Z,,-0100-01-01T00:00:00Z,,,
Publius Cornelius,Publius,Cornelius,,Cornelii,masculin,,,,,,
Publius Cornelius Dolabella,Publius,Cornelius,Dolabella,Cornelii,masculin,0050-01-01T00:00:00Z,Rome,,,Publius Cornelius Dolabella,
Publius Cornelius Blasio,Publius,,,,masculin,,,,,,
Publius Cornelius Lentulus,Publius,Cornelius,Lentulus,Cornelii,masculin,-0010-01-01T00:00:00Z,Rome,t2234103693,,Publius Cornelius Lentulus Scipio,
Publius Cornelius Mammula,Publius,,,,masculin,,,,,,
Publius Cornelius Scipio,Publius,,,,masculin,,,,,,
Caius Cosconius,Caius,Cosconius,,Cosconii,masculin,-0105-01-01T00:00:00Z,,-0058-01-01T00:00:00Z,,,
Caius Curtius Peducaeanus,Caius,Curtius,Peducaeanus,Curtii,masculin,,,,,,
Lucius Flavius Aper,Lucius,Flavius,,Flavii,masculin,0250-01-01T00:00:00Z,,0284-01-01T00:00:00Z,,,
Cornelius,t2125164127,Cornelius,t2125164129,Cornelii,masculin,,,,,,
Marcus Pomponius Dionysius,Marcus,Pomponius,,Pomponii,masculin,t2242082536,t2242082537,t2242082532,t2242082529,t2242082538,t2242082533
Quintus Silius,Quintus,,,,masculin,,,,,,
Euplius,,,,,masculin,0250-01-01T00:00:00Z,Catane,0304-08-12T00:00:00Z,Catane,,
Caius Aurelius Cotta,Caius,Aurelius,Cotta,Aurelii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,Pouilles,t2265521533,t2265521534
Flavia Titiana,,Flavia,,Flavii,féminin,0150-01-01T00:00:00Z,,,,Titus Flavius Claudius Sulpicianus,
Caius Papirius,Caius,Papirius,,Papirii,masculin,-0550-01-01T00:00:00Z,t2286853020,t2286853024,t2286853012,t2286853025,t2286853022
Thothorsès,Tiberius,Julius,,Julii,masculin,0250-01-01T00:00:00Z,,0309-01-01T00:00:00Z,,Teiranès,
Pierius,,,,,masculin,,,,,,
Marcus Porcius Latro,Marcus,Porcius,,Porcii,masculin,,Cordoue,-0003-01-01T00:00:00Z,,,
Titus Quinctius Flamininus,Titus,Quinctius,Flamininus,Quinctii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,t2273089468,Titus Quinctius Flamininus,t2273089470
Agrippina of Mineo,,,,,féminin,0243-01-01T00:00:00Z,Rome,0258-06-23T00:00:00Z,Rome,,
Caprais d'Agen,,,,,masculin,0250-01-01T00:00:00Z,Agen,0303-01-01T00:00:00Z,Agen,,
Porcius Cato,t2148280141,Porcius,Cato,Porcii,masculin,,,,,Caton d'Utique,Marcia
Bonitus,,,,,masculin,,,,,,
Octavius Fronto,t1319955800,Octavius,,Octavii,masculin,,,,,,
Lucius Calpurnius Piso Caesoninus,Lucius,Calpurnius,Piso,Calpurnii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2234026296,Lucius Calpurnius Piso Caesoninus,t2234026295
Lucius Calpurnius Piso Caesoninus,Lucius,Calpurnius,Caesoninus,Calpurnii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2234026296,Lucius Calpurnius Piso Caesoninus,t2234026295
Aulus Atilius Calatinus,Aulus,,,,masculin,-0400-01-01T00:00:00Z,,-0300-01-01T00:00:00Z,,,
Titus Albucius,Titus,Albucius,,Albucii,masculin,,Rome antique,t2290755227,t2290755223,t2290755225,t2290755224
Sulpice Apollinaire,Caius,Sulpicius,,Sulpicii,masculin,,Carthage,t2165909037,Rome,,
Rufius Antonius Agrypnius Volusianus,,Antonius,,Antonii,masculin,0370-01-01T00:00:00Z,Rome,0437-01-01T00:00:00Z,Constantinople,Ceionius Rufius Albinus,
Rufius Antonius Agrypnius Volusianus,,Rufius,,Antonii,masculin,0370-01-01T00:00:00Z,Rome,0437-01-01T00:00:00Z,Constantinople,Ceionius Rufius Albinus,
Rufius Antonius Agrypnius Volusianus,,Antonius,,Rufii,masculin,0370-01-01T00:00:00Z,Rome,0437-01-01T00:00:00Z,Constantinople,Ceionius Rufius Albinus,
Rufius Antonius Agrypnius Volusianus,,Rufius,,Rufii,masculin,0370-01-01T00:00:00Z,Rome,0437-01-01T00:00:00Z,Constantinople,Ceionius Rufius Albinus,
Nicaise,,,,,masculin,0301-01-01T00:00:00Z,Reims,0407-01-01T00:00:00Z,Reims,,
Nicaise,,,,,masculin,0350-01-01T00:00:00Z,Reims,0407-01-01T00:00:00Z,Reims,,
Ovídio de Braga,,,,,masculin,0050-01-01T00:00:00Z,Sicile,0135-01-01T00:00:00Z,Portugal,,
Hypatius of Gangra,,,,,masculin,0300-01-01T00:00:00Z,Cilicie,0345-01-01T00:00:00Z,Paphlagonie,,
Hypatius of Gangra,,,,,masculin,0300-01-01T00:00:00Z,Cilicie,0350-01-01T00:00:00Z,Paphlagonie,,
Cornelia,,Cornelia,,Cornelii,féminin,0100-01-01T00:00:00Z,,,,Cossus Cornelius Lentulus Gaetulicus,
Lucius Aurelius Orestes,Lucius,Aurelius,,Aurelii,masculin,-0200-01-01T00:00:00Z,Rome,-0102-01-01T00:00:00Z,t2128965806,Lucius Aurelius Orestes,t2128965803
Lucius Calpurnius Bestia,Lucius,Calpurnius,Bestia,Calpurnii,masculin,t2130995407,Rome antique,-0100-01-01T00:00:00Z,t2130995410,Lucius Calpurnius Bestia,t2130995401
Agathange de Rome,,,,,masculin,0201-01-01T00:00:00Z,Rome,0312-01-01T00:00:00Z,Ankara,,
Agathange de Rome,,,,,masculin,0201-01-01T00:00:00Z,Elche,0312-01-01T00:00:00Z,Ankara,,
Caecina Decius Faustus Albinus,,Flavius,,Flavii,masculin,0450-01-01T00:00:00Z,,,Vérone,,
Alexander of Aegae,,,,,masculin,,Vergina,,,,
Arcadia,,,,,féminin,0400-04-05T00:00:00Z,Constantinople,0444-01-01T00:00:00Z,,Flavius Arcadius,Eudoxie
Aristaenetus,,,,,masculin,0364-01-01T00:00:00Z,Paphlagonie,t2257813445,,Bassianus,Prisca
Canius,t2294514855,Canius,,Canii,masculin,0201-01-01T00:00:00Z,Carthage,0300-01-01T00:00:00Z,Atella,,
Quintus Pedius,Quintus,Pedius,,Pedii,masculin,-0100-01-01T00:00:00Z,Rome antique,0013-01-01T00:00:00Z,t2126963399,Quintus Pedius Publicola,t2126963398
Sergius of Cappadocia,,Sergius,,Sergii,masculin,,,0304-01-01T00:00:00Z,Kayseri,,
Sauromatès Ier du Bosphore,Tiberius,,,,masculin,,,0123-01-01T00:00:00Z,,Rhescuporis Ier du Bosphore,
Cotys Ier du Bosphore,Tiberius,,,,masculin,,,,,Aspourgos du Bosphore,Gepaepyris
Gepaepyris,,,,,féminin,0050-01-01T00:00:00Z,,,,Cotys VIII,Antonia Tryphaena
Nonia Celsa,,Nonia,,Nonii,féminin,,,,,,
Aulus Caecina Paetus,Aulus,Caecinia,,Caecinae,masculin,-0050-01-01T00:00:00Z,,0042-01-01T00:00:00Z,Rome,,
Aulus Platorius Nepos,Aulus,Platorius,Nepos,Platorii,masculin,0085-01-01T00:00:00Z,,t2260226470,,,
Hostus Hostilius,Hostus,Hostilius,,Hostilii,masculin,,,,,,
Quintus Lutatius Catulus Cerco,Caius,Lutatius,,Lutatii,masculin,-0250-01-01T00:00:00Z,Rome,-0235-01-01T00:00:00Z,t2252713334,t2252713338,t2252713331
Julia Caesaris Maior,,Julia,,Julii,féminin,-0102-01-01T00:00:00Z,Rome,-0100-01-01T00:00:00Z,t2202174012,Caius Julius Caesar,Aurelia Cotta
Égérius,Arruns,Tarquinius,,Tarquinii,masculin,-0600-01-01T00:00:00Z,t2234437526,t2234437530,t2234437533,Arruns,t2234437527
Jean de Lycopolis,,,,,masculin,0305-01-01T00:00:00Z,Assiout,0394-01-01T00:00:00Z,,,
Abronius Silo,t2113270391,Abronius,Silo,Abronii,masculin,-0050-01-01T00:00:00Z,Hispanie,0100-01-01T00:00:00Z,t2113270390,,
Gaius Licinius Geta,Caius,Licinius,,Licinii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0080-01-01T00:00:00Z,t2264376388,t2264376384,t2264376385
Lucius Scribonius Libo,Lucius,Scribonius,Libo,Scribonii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2291644831,t2291644835,t2291644832
Titus Flavius Caesar,Titus,Flavius,Caesar,Flavii,masculin,0073-01-01T00:00:00Z,Rome,0082-01-01T00:00:00Z,,Domitien,Domitia Longina
Lucius Arrius Pudens,Lucius,Arrius,Pudens,Arrii,masculin,0150-01-01T00:00:00Z,,,,,
Alypius de Thagaste,,,,,masculin,0350-01-01T00:00:00Z,Thagaste,0430-01-01T00:00:00Z,,,
Alypius de Thagaste,,,,,masculin,0360-01-01T00:00:00Z,Thagaste,0430-01-01T00:00:00Z,,,
Amable de Riom,,,,,masculin,,,0475-01-01T00:00:00Z,,,
Valerius,t2200803323,Valerius,,Valerii,masculin,,Rome antique,t2200803321,t2200803317,t2200803315,t2200803314
Camille (Horaces),,Horatia,,Horatii,féminin,t2129037611,,-0666-01-01T00:00:00Z,,,
Andragathius,,,,,masculin,t2111868681,,0388-01-01T00:00:00Z,mer Adriatique,,
Marcus Probius Burrus,Marcus,,Burrus,,masculin,,,,,,
Lucius Cincius,Lucius,Cincius,,Cincii,masculin,-0050-01-01T00:00:00Z,,,,,
Latuin de Séez,,,,,masculin,0350-01-01T00:00:00Z,,0500-01-01T00:00:00Z,,,
Antonius Castor,,Antonius,,Antonii,masculin,0050-01-01T00:00:00Z,,,,,
Arruns (frère de Tarquin l'Ancien),Arruns,Tarquinius,,Tarquinii,masculin,-0600-01-01T00:00:00Z,t2236354555,-0600-01-01T00:00:00Z,t2236354563,Gnaeus Tarquinius,t2236354557
Aspourgos du Bosphore,Tiberius,Julius,,Julii,masculin,-0100-01-01T00:00:00Z,,0038-01-01T00:00:00Z,,Asandros du Bosphore,Dynamis du Pont
Ateius Praetextatus,Lucius,,,,masculin,-0104-01-01T00:00:00Z,Athènes,-0200-01-01T00:00:00Z,Rome,,
Aurelius Heraclianus,,Aurelius,,Aurelii,masculin,,,0268-01-01T00:00:00Z,,,
Bavius,,,,,masculin,,,,,,
Schenute,,,,,masculin,0301-01-01T00:00:00Z,,0401-01-01T00:00:00Z,,,
Quintus Nasidius,Quintus,Nasidius,,,masculin,,,,,,
Sextus Hermentidius Campanus,Sextus,,,,masculin,0050-01-01T00:00:00Z,,,,,
Dionysius of Augsburg,,,,,masculin,0250-01-01T00:00:00Z,,0306-01-01T00:00:00Z,Augsbourg,,
Anastasius the Fuller,,,,,masculin,,,0304-01-01T00:00:00Z,,,
Servius Calpurnius Scipio Orfitus,Servius,Calpurnius,,Calpurnii,masculin,0150-01-01T00:00:00Z,,,,,
Lucius Vipsanius Agrippa,Lucius,Vipsanius,,Vipsanii,masculin,,,,,,
Gaius Cocceius Balbus,Caius,Cocceius,,Cocceii,masculin,-0050-01-01T00:00:00Z,Rome antique,,t2264008975,t2264008974,t2264008973
Boussiris de Gaza,,,,,féminin,t2129117862,,t2129117865,Gaza,,
Caburus,Caius,Valerius,Caburus,Valerii,masculin,-0200-01-01T00:00:00Z,Gaule transalpine,-0100-01-01T00:00:00Z,t2105419438,t2105419444,t2105419446
Caius Crastinus,Caius,Crastinus,,Crastina gens,masculin,-0084-01-01T00:00:00Z,Rome antique,-0047-01-01T00:00:00Z,Pharsale,t2172035771,t2172035770
Caius Atilius Serranus,Caius,Atilius,,Atilii,masculin,-0144-01-01T00:00:00Z,Rome antique,-0086-01-01T00:00:00Z,t2216324223,t2216324222,t2216324221
Caius Fannius Strabo,Caius,Fannius,,Fannii,masculin,,Rome antique,t2227005076,t2227005070,t2227005073,t2227005069
Caius Plautius Venox,Caius,,,,masculin,,,,,,
Caius Volusenus Quadratus,Caius,Volusenus,Quadratus,Voluseni,masculin,-0050-01-01T00:00:00Z,Rome antique,-0050-01-01T00:00:00Z,t2222651118,t2222651121,t2222651116
Marcus Aurelius Cotta,Marcus,Aurelius,Cotta,Aurelii,masculin,t2265626302,Rome antique,-0200-01-01T00:00:00Z,t2265626297,t2265626296,t2265626301
Lucius Plotius Vicina,Lucius,,,,masculin,-0050-01-01T00:00:00Z,,,,,
Gaius Cluvius,Caius,Cluvius,,Cluvii,masculin,-0084-01-01T00:00:00Z,,,,,
Quintus Petillius,Quintus,Petillius,,Petillii,masculin,,Rome antique,t2165896258,t2165896254,t2165896255,t2165896252
Sextus Julius Caesar,Sextus,Julius,Caesar,Julii,masculin,-0200-01-01T00:00:00Z,t2205213144,t2205213152,t2205213149,Sextus Julius Caesar,t2205213150
Quintus Marcius Rufus,Quintus,Marcius,Rufus,Marcii,masculin,,Rome antique,,Brindisi,,
Quintus Pompeius,Quintus,Pompeius,,Pompeii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,t2166377156,t2166377149,t2166377158
Lucius Asinius Gallus,Lucius,Asinius,Gallus,Asinii,masculin,,,,,,
Lucius Baebius,Lucius,Baebius,,Baebii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2166395506,t2166395505,t2166395504
Marcus Caelius Faustinus,Marcus,Caelius,,Caelii,masculin,0150-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
Marcus Calpurnius Flamma,Marcus,Calpurnius,Flamma,Calpurnii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2125186294,t2125186292,t2125186291
Marcus Decius,Marcus,Decius,,Decii,masculin,-0600-01-01T00:00:00Z,Rome antique,-0500-01-01T00:00:00Z,t2126682678,t2126682680,t2126682676
Eusebius,,Flavius,,Flavii,masculin,0401-01-01T00:00:00Z,,,,,
Caius Duillius,Caius,Duilius,,Duilii,masculin,,Rome antique,t2277107965,t2277107967,t2277107963,t2277107961
Gaius Scribonius Curio,Caius,Curius,,Curii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,t2267627564,t2267627557,t2267627558
Gaius Fabricius Luscinus,Caius,Fabricius,Luscinus,Fabricii,masculin,,Rome antique,t2165898173,t2165898170,t2165898172,t2165898176
Gaius Fannius,Caius,Fannius,,Fannii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2175878467,t2175878465,t2175878463
Gaius Fannius Strabo,Caius,Fannius,Strabo,Fannii,masculin,,,,,,
Gaius Fannius,Caius,,,,masculin,0100-01-01T00:00:00Z,,,,,
Gaius Fannius,Caius,,,,masculin,-0100-01-01T00:00:00Z,,,,,
Gaius Fidiculanius Falcula,Caius,Fidiculanius,,Fidiculanii,masculin,,Rome antique,t2165892796,t2165892797,t2165892804,t2165892801
Gaius Flavius,Caius,Flavius,,Flavii,masculin,,Rome antique,t2165897554,t2165897553,t2165897556,t2165897557
Caius Fuficius Fango,Caius,Fuficius,,,masculin,-0100-01-01T00:00:00Z,,-0030-01-01T00:00:00Z,,,
Caius Furnius,Caius,Furnius,,Furnii,masculin,-0500-01-01T00:00:00Z,Rome antique,t2135548305,t2135548282,t2135548240,t2135548302
Gaius Gargonius,Caius,Gargonius,,Gargonii,masculin,,Rome antique,t2165897584,t2165897585,t2165897583,t2165897581
Gaius Helvius,Caius,Helvius,,Helvii,masculin,,Rome antique,t2165897698,t2165897692,t2165897699,t2165897697
Gaius Herennius,Caius,Herennius,,Herennii,masculin,,Rome antique,t2165897627,t2165897631,t2165897629,t2165897628
Gaius Hostilius Cato,Caius,Hostilius,Cato,Hostilii,masculin,-0300-01-01T00:00:00Z,t2243914323,t2243914322,t2243914321,Hostilius Cato,t2243914324
Gaius Julius Postumus,Caius,,,,masculin,,,,,,
Caius Juventius,Caius,Juventius,,Iuventii,masculin,,Rome antique,t2165897611,t2165897604,t2165897599,t2165897597
Caius Laetorius,Caius,Laetorius,,Laetorii,masculin,,Rome antique,t2165898187,t2165898188,t2165898191,t2165898189
Caius Licinius,Caius,Licinius,,Licinii,masculin,,Rome antique,t2264391551,t2264391547,t2264391552,t2264391549
Gaius Licinius Murena,Caius,Licinius,Murena,Licinii,masculin,,Rome antique,t2267987486,t2267987481,Lucius Licinius Murena,t2267987482
Gaius Licinius Murena,Caius,Licinius,Murena,Licinii,masculin,,Rome antique,t2267987486,t2267987481,t2267987483,t2267987482
Gaius Livius Salinator,Caius,Livius,,Livii,masculin,,Rome antique,t2294917418,t2294917412,t2294917417,t2294917415
Lucius Marcius Septimus,Lucius,Marcius,,Marcii,masculin,-0300-01-01T00:00:00Z,,-0180-01-01T00:00:00Z,,,
Gaius Lucretius Gallus,Caius,Lucretius,Gallus,Lucretii,masculin,,Rome antique,t2165897572,t2165897568,t2165897569,t2165897567
Gaius Marcius,Caius,Marcius,,Marcii,masculin,,Rome antique,t2172253589,t2172253585,t2172253587,t2172253586
Caius Marius,Caius,Marius,,Marii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2237076618,t2237076615,t2237076616
Gaius Memmius Quririnus,,,,,masculin,,,,,,
